
# number of atoms and geometry (in a.u.)
    3
    O       0.000000000000       0.000000000000      -0.736439502472
    H      -1.445931510274       0.000000000000       0.368218806373
    H       1.445931510274       0.000000000000       0.368218806373

# number of quasi-relativistic states and their energies (in a.u.)
   12
    1     -75.721977214741
    2     -75.721977214741
    3     -75.636882249981
    4     -75.636882249981
    5     -75.457675023492
    6     -75.457675023492
    7     -75.190315358669
    8     -75.190315358668
    9     -75.181295094134
   10     -75.181295094134
   11     -75.125026321385
   12     -75.125026321385

# magnetic moment matrix elements '1/2 * (g_e * S + L)' (in a.u.; x,y,z order; (real,imag) format)
    5   10     (  2.017732763193e-01 ,  4.274607399736e-01 ) (  1.329280330571e+00 , -7.022909884846e-02 ) ( -2.026523883362e-01 , -1.244271390262e+00 )
    5   11     ( -4.209476959673e-07 , -2.406758278728e-01 ) (  7.433636415065e-01 ,  3.627613139231e-07 ) (  4.944144541991e-07 , -1.471159664749e-02 )
    5   12     (  3.115949471036e-07 ,  3.245044703988e-01 ) (  2.804646589866e-01 ,  9.638385166604e-07 ) (  1.955152753847e-08 , -3.814380853581e-01 )
    6    1     (  2.004979910100e-10 ,  1.826306211872e+01 ) ( -1.827330185367e+01 ,  1.536517092394e-09 ) ( -1.080893384414e-10 , -2.052900247924e+01 )
    6    2     ( -1.455941948573e-09 , -7.236028286265e-01 ) (  2.009711821266e+01 , -9.822604153613e-10 ) (  1.407854361117e-09 , -1.470120244305e-01 )
    6    3     ( -3.689943336799e+00 , -1.816172386530e-10 ) ( -1.581476688757e-10 ,  7.192415056710e-01 ) ( -1.814056440158e+01 ,  6.265237548970e-11 )
    6    4     (  1.748802633564e+01 , -1.943661523986e-10 ) (  1.749602523482e-10 , -6.160634542664e-01 ) ( -5.279677877364e+00 ,  7.693651587145e-12 )
    6    5     (  8.783962514190e+00 , -9.922286026426e-10 ) (  3.272880041062e-11 ,  3.237295359667e+01 ) ( -4.828757657222e+01 ,  4.996378916297e-10 )
    6    6     ( -4.872511243065e+01 , -1.292469707114e-26 ) ( -6.729668495483e-10 ,  4.163336342344e-16 ) (  2.357517553471e+01 ,  2.067951531383e-25 )
    6    7     ( -3.063225085229e+00 ,  3.136516879518e-03 ) (  3.588044338661e-03 ,  1.626298146852e-01 ) (  2.225140396168e+00 ,  9.497068944513e-03 )
    6    8     ( -1.054445204638e+00 ,  9.534192816783e-03 ) (  5.530554718982e-04 ,  1.160461422378e+00 ) ( -3.035202702216e+00 , -6.764355451733e-03 )
    6    9     ( -2.017732763175e-01 ,  4.274607399753e-01 ) ( -1.329280330572e+00 , -7.022909885181e-02 ) (  2.026523883371e-01 , -1.244271390273e+00 )
    6   10     ( -2.560252400288e-02 , -1.322864507148e+00 ) ( -9.352602367844e-02 ,  1.818686387287e-01 ) ( -1.059893424305e-01 ,  9.462049902391e-01 )
    6   11     (  3.115935640446e-07 , -3.245044703953e-01 ) (  2.804646589859e-01 , -9.638394345778e-07 ) (  1.955068824537e-08 ,  3.814380853584e-01 )
    6   12     (  4.209472391218e-07 , -2.406758278722e-01 ) ( -7.433636415073e-01 ,  3.627608640180e-07 ) ( -4.944138369528e-07 , -1.471159665033e-02 )
    7    1     ( -8.589461237157e-03 ,  1.659452408359e+01 ) ( -1.446131226117e+01 , -3.150815442300e-02 ) (  6.853605921999e-03 , -7.358192811591e+00 )
    7    2     (  5.153482930769e-02 ,  3.000055099231e+00 ) (  1.036906513338e+01 , -4.523918894442e-02 ) ( -2.289282119804e-02 , -2.313176192324e+00 )
    7    3     (  2.152901962257e+00 ,  6.096755713762e-03 ) ( -2.902172944373e-03 ,  1.590109896521e+00 ) ( -2.720929779317e+00 ,  7.502728131317e-03 )
    7    4     (  1.997549240006e+00 , -6.754165985188e-03 ) ( -4.966621735531e-03 , -9.586163193322e-01 ) (  2.384630088681e+00 ,  8.327852340701e-03 )
    7    5     ( -1.054445204639e+00 ,  9.534192822858e-03 ) (  5.530554699289e-04 ,  1.160461422382e+00 ) ( -3.035202702217e+00 , -6.764355452970e-03 )
    7    6     ( -3.063225085229e+00 , -3.136516879518e-03 ) (  3.588044338661e-03 , -1.626298146852e-01 ) (  2.225140396168e+00 , -9.497068944513e-03 )
    7    7     (  5.826904090311e-01 , -3.469446951954e-18 ) (  4.687996891513e-02 , -8.881784197001e-16 ) ( -1.697165434414e+00 ,  8.673617379884e-18 )
    7    8     (  1.324639592920e+01 , -4.734611595131e-03 ) (  6.422601574920e-04 ,  7.566437024076e+00 ) ( -7.842437420673e+00 ,  1.118094937972e-02 )
    7    9     ( -2.756843378293e+00 ,  3.276436480778e+00 ) ( -9.234446129351e+00 , -1.320164482889e+00 ) ( -6.850371576265e-01 ,  8.814992247842e+00 )
    7   10     ( -7.474624799415e-01 , -1.882862438666e+01 ) (  5.775212648665e+00 ,  8.930940188255e-01 ) (  1.076530578198e+00 , -1.014329999720e+00 )
    7   11     ( -8.738045138522e-03 , -1.883687000903e+00 ) ( -6.202890834241e-01 , -1.071430916773e-02 ) ( -7.736574298972e-03 , -7.402378440874e-01 )
    7   12     ( -5.714391930729e-03 ,  2.793695638186e+00 ) (  3.468566291479e+00 , -2.069578261321e-03 ) ( -2.186678697140e-03 ,  2.486211695031e+00 )
    8    1     ( -5.153482930882e-02 ,  3.000055099235e+00 ) ( -1.036906513340e+01 , -4.523918894311e-02 ) (  2.289282119675e-02 , -2.313176192345e+00 )
    8    2     ( -8.589461239280e-03 , -1.659452408362e+01 ) ( -1.446131226118e+01 ,  3.150815442343e-02 ) (  6.853605924521e-03 ,  7.358192811600e+00 )
    8    3     (  1.997549240013e+00 ,  6.754165985079e-03 ) ( -4.966621736754e-03 ,  9.586163193233e-01 ) (  2.384630088678e+00 , -8.327852339470e-03 )
    8    4     ( -2.152901962253e+00 ,  6.096755710676e-03 ) (  2.902172945425e-03 ,  1.590109896525e+00 ) (  2.720929779316e+00 ,  7.502728132046e-03 )
    8    5     (  3.063225085226e+00 , -3.136516880472e-03 ) ( -3.588044337649e-03 , -1.626298146880e-01 ) ( -2.225140396164e+00 , -9.497068941977e-03 )
    8    6     ( -1.054445204638e+00 , -9.534192816783e-03 ) (  5.530554718982e-04 , -1.160461422378e+00 ) ( -3.035202702216e+00 ,  6.764355451733e-03 )
    8    7     (  1.324639592920e+01 ,  4.734611595131e-03 ) (  6.422601574920e-04 , -7.566437024076e+00 ) ( -7.842437420673e+00 , -1.118094937972e-02 )
    8    8     ( -5.826904091045e-01 , -6.938893903907e-18 ) ( -4.687996891511e-02 , -8.881784197001e-16 ) (  1.697165434428e+00 ,  3.469446951954e-18 )
    8    9     ( -7.474624799326e-01 ,  1.882862438675e+01 ) (  5.775212648687e+00 , -8.930940188323e-01 ) (  1.076530578202e+00 ,  1.014329999654e+00 )
    8   10     (  2.756843378311e+00 ,  3.276436480801e+00 ) (  9.234446129384e+00 , -1.320164482901e+00 ) (  6.850371576223e-01 ,  8.814992247889e+00 )
    8   11     (  5.714391937163e-03 ,  2.793695638219e+00 ) ( -3.468566291494e+00 , -2.069578258671e-03 ) (  2.186678694265e-03 ,  2.486211695042e+00 )
    8   12     ( -8.738045148531e-03 ,  1.883687000901e+00 ) ( -6.202890834378e-01 ,  1.071430917495e-02 ) ( -7.736574302698e-03 ,  7.402378440681e-01 )
    9    1     ( -8.056383725688e+00 , -8.030911142388e-01 ) ( -5.566708060744e-01 , -6.727201640783e+00 ) (  1.050179723892e+01 , -8.521383166961e-01 )
    9    2     (  9.844147642540e+00 , -1.678847589369e+00 ) ( -8.259562995093e-01 ,  1.046237749807e+00 ) (  1.505846029067e+00 ,  1.297315706351e+00 )
    9    3     (  6.174443950324e-01 ,  1.735264084192e+00 ) (  3.337731719269e+00 , -5.442816722893e-01 ) ( -4.230711319500e-01 , -2.134663204471e+00 )
    9    4     (  9.307121101255e-03 ,  3.847618366769e+00 ) ( -2.543240578053e+00 , -2.839993348095e-01 ) (  1.464513152368e-01 , -2.192613605438e+00 )
    9    5     ( -2.560252400886e-02 , -1.322864507160e+00 ) ( -9.352602368128e-02 ,  1.818686387234e-01 ) ( -1.059893424193e-01 ,  9.462049902444e-01 )
    9    6     ( -2.017732763175e-01 , -4.274607399753e-01 ) ( -1.329280330572e+00 ,  7.022909885181e-02 ) (  2.026523883371e-01 ,  1.244271390273e+00 )
    9    7     ( -2.756843378293e+00 , -3.276436480778e+00 ) ( -9.234446129351e+00 ,  1.320164482889e+00 ) ( -6.850371576265e-01 , -8.814992247842e+00 )
    9    8     ( -7.474624799326e-01 , -1.882862438675e+01 ) (  5.775212648687e+00 ,  8.930940188323e-01 ) (  1.076530578202e+00 , -1.014329999654e+00 )
    9    9     ( -4.336293977450e+01 ,  0.000000000000e+00 ) (  6.667025396239e+00 ,  1.332267629550e-15 ) (  2.499446553690e+01 ,  8.881784197001e-16 )
    9   10     ( -3.490921262785e+00 ,  1.218102273910e+01 ) (  3.128572727449e+00 ,  2.463039665957e+01 ) ( -2.754223243700e+01 , -3.267136147382e+00 )
    9   11     ( -1.460441234649e+01 ,  1.452548074643e+00 ) ( -2.606667775701e-02 , -7.894830691756e+00 ) ( -7.628458052556e+00 , -4.173255715756e-01 )
    9   12     ( -4.113983553745e+00 , -1.678605585778e+00 ) ( -1.263635313634e+00 , -3.507886404442e+00 ) (  6.730748770057e+00 , -1.428680399019e+00 )
   10    1     ( -9.844147642569e+00 , -1.678847589381e+00 ) (  8.259562995101e-01 ,  1.046237749771e+00 ) ( -1.505846029049e+00 ,  1.297315706353e+00 )
   10    2     ( -8.056383725677e+00 ,  8.030911142297e-01 ) ( -5.566708060856e-01 ,  6.727201640789e+00 ) (  1.050179723891e+01 ,  8.521383167081e-01 )
   10    3     (  9.307121097261e-03 , -3.847618366760e+00 ) ( -2.543240578055e+00 ,  2.839993348120e-01 ) (  1.464513152400e-01 ,  2.192613605432e+00 )
   10    4     ( -6.174443950305e-01 ,  1.735264084192e+00 ) ( -3.337731719266e+00 , -5.442816722827e-01 ) (  4.230711319516e-01 , -2.134663204462e+00 )
   10    5     (  2.017732763193e-01 , -4.274607399736e-01 ) (  1.329280330571e+00 ,  7.022909884846e-02 ) ( -2.026523883362e-01 ,  1.244271390262e+00 )
   10    6     ( -2.560252400288e-02 ,  1.322864507148e+00 ) ( -9.352602367844e-02 , -1.818686387287e-01 ) ( -1.059893424305e-01 , -9.462049902391e-01 )
   10    7     ( -7.474624799415e-01 ,  1.882862438666e+01 ) (  5.775212648665e+00 , -8.930940188255e-01 ) (  1.076530578198e+00 ,  1.014329999720e+00 )
   10    8     (  2.756843378311e+00 , -3.276436480801e+00 ) (  9.234446129384e+00 ,  1.320164482901e+00 ) (  6.850371576223e-01 , -8.814992247889e+00 )
   10    9     ( -3.490921262785e+00 , -1.218102273910e+01 ) (  3.128572727449e+00 , -2.463039665957e+01 ) ( -2.754223243700e+01 ,  3.267136147382e+00 )
   10   10     (  4.336293977453e+01 ,  8.881784197001e-16 ) ( -6.667025396231e+00 ,  4.440892098501e-16 ) ( -2.499446553688e+01 ,  8.881784197001e-16 )
   10   11     (  4.113983553741e+00 , -1.678605585759e+00 ) (  1.263635313629e+00 , -3.507886404448e+00 ) ( -6.730748770051e+00 , -1.428680399023e+00 )
   10   12     ( -1.460441234649e+01 , -1.452548074636e+00 ) ( -2.606667774711e-02 ,  7.894830691757e+00 ) ( -7.628458052561e+00 ,  4.173255715596e-01 )
   11    1     (  1.549492775057e+01 , -2.217411129020e-05 ) (  1.632338974788e-05 ,  3.723505327621e-01 ) (  4.533413184838e+00 ,  2.040841266474e-05 )
   11    2     (  1.712087838843e+01 ,  2.010177054397e-05 ) (  4.954318008332e-07 , -1.259359614284e+01 ) ( -1.574293124684e+01 ,  5.860199783845e-06 )
   11    3     ( -9.415708358823e-07 , -8.605437357455e+00 ) ( -8.076544928838e+00 , -6.241597036054e-06 ) (  7.960534435968e-07 ,  4.259158396873e+00 )
   11    4     (  1.115463333681e-05 , -7.332303041523e-01 ) ( -4.809206362649e+00 ,  1.046336262847e-05 ) ( -5.521033669575e-06 ,  6.176127790999e-01 )
   11    5     ( -4.209476959673e-07 ,  2.406758278728e-01 ) (  7.433636415065e-01 , -3.627613139231e-07 ) (  4.944144541991e-07 ,  1.471159664749e-02 )
   11    6     (  3.115935640446e-07 ,  3.245044703953e-01 ) (  2.804646589859e-01 ,  9.638394345778e-07 ) (  1.955068824537e-08 , -3.814380853584e-01 )
   11    7     ( -8.738045138522e-03 ,  1.883687000903e+00 ) ( -6.202890834241e-01 ,  1.071430916773e-02 ) ( -7.736574298972e-03 ,  7.402378440874e-01 )
   11    8     (  5.714391937163e-03 , -2.793695638219e+00 ) ( -3.468566291494e+00 ,  2.069578258671e-03 ) (  2.186678694265e-03 , -2.486211695042e+00 )
   11    9     ( -1.460441234649e+01 , -1.452548074643e+00 ) ( -2.606667775701e-02 ,  7.894830691756e+00 ) ( -7.628458052556e+00 ,  4.173255715756e-01 )
   11   10     (  4.113983553741e+00 ,  1.678605585759e+00 ) (  1.263635313629e+00 ,  3.507886404448e+00 ) ( -6.730748770051e+00 ,  1.428680399023e+00 )
   11   11     (  9.879296587876e+00 ,  0.000000000000e+00 ) (  2.167755511991e-05 , -6.938893903907e-18 ) (  4.976041059590e+00 ,  0.000000000000e+00 )
   11   12     (  1.333909348535e+01 ,  2.563649422407e-05 ) (  1.682026958180e-08 , -8.362438700106e+00 ) ( -9.853822750466e+00 ,  1.287926737704e-05 )
   12    1     (  1.712087838843e+01 , -2.010176313330e-05 ) (  4.954271475556e-07 ,  1.259359614284e+01 ) ( -1.574293124684e+01 , -5.860205504312e-06 )
   12    2     ( -1.549492775057e+01 , -2.217411663469e-05 ) ( -1.632338908269e-05 ,  3.723505327644e-01 ) ( -4.533413184836e+00 ,  2.040840992302e-05 )
   12    3     ( -1.115463282022e-05 , -7.332303041522e-01 ) (  4.809206362649e+00 ,  1.046336197398e-05 ) (  5.521033415459e-06 ,  6.176127790989e-01 )
   12    4     ( -9.415685684438e-07 ,  8.605437357456e+00 ) ( -8.076544928838e+00 ,  6.241599532286e-06 ) (  7.960519188356e-07 , -4.259158396873e+00 )
   12    5     (  3.115949471036e-07 , -3.245044703988e-01 ) (  2.804646589866e-01 , -9.638385166604e-07 ) (  1.955152753848e-08 ,  3.814380853581e-01 )
   12    6     (  4.209472391218e-07 ,  2.406758278722e-01 ) ( -7.433636415073e-01 , -3.627608640180e-07 ) ( -4.944138369528e-07 ,  1.471159665033e-02 )
   12    7     ( -5.714391930729e-03 , -2.793695638186e+00 ) (  3.468566291479e+00 ,  2.069578261321e-03 ) ( -2.186678697140e-03 , -2.486211695031e+00 )
   12    8     ( -8.738045148531e-03 , -1.883687000901e+00 ) ( -6.202890834378e-01 , -1.071430917495e-02 ) ( -7.736574302698e-03 , -7.402378440681e-01 )
   12    9     ( -4.113983553745e+00 ,  1.678605585778e+00 ) ( -1.263635313634e+00 ,  3.507886404442e+00 ) (  6.730748770057e+00 ,  1.428680399019e+00 )
   12   10     ( -1.460441234649e+01 ,  1.452548074636e+00 ) ( -2.606667774711e-02 , -7.894830691757e+00 ) ( -7.628458052561e+00 , -4.173255715596e-01 )
   12   11     (  1.333909348535e+01 , -2.563649422407e-05 ) (  1.682026958180e-08 ,  8.362438700106e+00 ) ( -9.853822750466e+00 , -1.287926737704e-05 )
   12   12     ( -9.879296587878e+00 , -3.388131789017e-21 ) ( -2.167755457208e-05 ,  0.000000000000e+00 ) ( -4.976041059589e+00 ,  1.694065894509e-21 )
# LI contribution 'P * OPERATOR'
    1    1     (  9.325838748236e-01 ,  3.630789461983e-26 ) (  4.820719214662e-12 , -1.715215064027e-18 ) ( -2.671244456400e-01 ,  1.368529466820e-26 )
    1    2     (  3.791235623886e+00 ,  1.057285039547e-10 ) (  1.145972179156e-11 , -1.024421351376e-02 ) ( -2.956685434683e+00 , -2.804310324953e-11 )
    1    3     (  3.067574300280e-09 , -6.777393809289e-01 ) (  1.422322074705e-01 ,  4.367920298913e-12 ) ( -2.727227285513e-09 ,  1.939979383881e-01 )
    1    4     (  3.208564665402e-11 ,  4.839394578786e+01 ) (  1.290494235647e-01 ,  1.105175749607e-10 ) ( -9.597063240605e-12 , -4.297429823593e+01 )
    1    5     ( -4.222103559947e-11 , -4.572769083269e+01 ) (  9.059759238654e-02 , -2.033444154474e-10 ) (  3.655102110063e-11 ,  1.309796460703e+01 )
    1    6     ( -2.461242686196e-09 ,  6.646044546137e-01 ) (  5.042708684313e-01 ,  7.340776926790e-12 ) (  7.109985656988e-10 , -5.734726633541e-01 )
    1    7     ( -5.441406868491e-02 ,  2.622063090890e-01 ) (  1.273517381949e+01 , -7.596722828932e-05 ) ( -1.761383918116e-01 ,  7.708438332480e-01 )
    1    8     (  6.695254390049e-05 , -1.756146071551e+01 ) (  1.989956558283e-01 , -3.946022648883e-02 ) ( -2.469960993860e-05 , -5.684753244724e+01 )
    1    9     (  3.035304826977e+00 , -5.691426898377e-03 ) ( -7.473863902376e+00 ,  2.170657092165e+01 ) (  1.011926945789e+01 ,  2.600642262270e-03 )
    1   10     (  1.467321298904e+00 , -4.932050006556e-01 ) (  7.987951169920e-04 , -4.624410624134e+01 ) (  4.728939340960e+00 , -1.634150173531e+00 )
    1   11     ( -8.126743097606e-02 ,  6.859073850772e-07 ) ( -1.273276467651e-10 , -3.615488205738e+01 ) ( -3.179269071044e-02 ,  1.541401701255e-06 )
    1   12     (  5.290472181610e-01 , -1.048042132073e-07 ) (  4.685903920158e-05 , -2.804665210318e-02 ) (  1.188952285215e+00 , -4.001078229191e-08 )
    2    1     (  3.791235623886e+00 , -1.057285039547e-10 ) (  1.145972179156e-11 ,  1.024421351376e-02 ) ( -2.956685434683e+00 ,  2.804310324953e-11 )
    2    2     ( -9.325838748204e-01 ,  1.653579790091e-26 ) ( -3.373232866961e-12 , -1.826811679817e-18 ) (  2.671244456381e-01 ,  8.375745534755e-27 )
    2    3     ( -3.253296733082e-11 ,  4.839394578786e+01 ) ( -1.290494235634e-01 ,  1.111482480613e-10 ) (  7.946490737645e-12 , -4.297429823592e+01 )
    2    4     (  3.068097853178e-09 ,  6.777393809269e-01 ) (  1.422322074682e-01 , -3.518445926036e-12 ) ( -2.727340750342e-09 , -1.939979383867e-01 )
    2    5     ( -2.461905442590e-09 , -6.646044546176e-01 ) (  5.042708684367e-01 , -7.237680074477e-12 ) (  7.062374926368e-10 ,  5.734726633506e-01 )
    2    6     (  4.251428512510e-11 , -4.572769083269e+01 ) ( -9.059759238098e-02 , -2.082255571344e-10 ) ( -3.582554910647e-11 ,  1.309796460703e+01 )
    2    7     ( -6.695254285270e-05 , -1.756146071551e+01 ) ( -1.989956559150e-01 , -3.946022648084e-02 ) (  2.469960981340e-05 , -5.684753244724e+01 )
    2    8     ( -5.441406868199e-02 , -2.622063090900e-01 ) (  1.273517381958e+01 ,  7.596724165179e-05 ) ( -1.761383918106e-01 , -7.708438332691e-01 )
    2    9     ( -1.467321298915e+00 , -4.932050006484e-01 ) ( -7.987950979331e-04 , -4.624410624133e+01 ) ( -4.728939341018e+00 , -1.634150173526e+00 )
    2   10     (  3.035304826935e+00 ,  5.691426901793e-03 ) ( -7.473863902360e+00 , -2.170657092165e+01 ) (  1.011926945776e+01 , -2.600642260918e-03 )
    2   11     (  5.290472181557e-01 ,  1.048044591813e-07 ) (  4.685903777314e-05 ,  2.804665210216e-02 ) (  1.188952285212e+00 ,  4.001012079084e-08 )
    2   12     (  8.126743097511e-02 ,  6.859049248759e-07 ) (  1.597199863478e-10 , -3.615488205738e+01 ) (  3.179269071541e-02 ,  1.541403775483e-06 )
    3    1     (  3.067574300280e-09 ,  6.777393809289e-01 ) (  1.422322074705e-01 , -4.367920298913e-12 ) ( -2.727227285513e-09 , -1.939979383881e-01 )
    3    2     ( -3.253296733082e-11 , -4.839394578786e+01 ) ( -1.290494235634e-01 , -1.111482480613e-10 ) (  7.946490737645e-12 ,  4.297429823592e+01 )
    3    3     (  5.080191035884e-02 , -2.607023026109e-29 ) (  3.966588998363e-12 ,  2.160692061570e-18 ) ( -1.418292175272e-02 ,  1.314282849527e-28 )
    3    4     ( -3.686369429746e+00 , -1.810950369095e-11 ) ( -9.736983147888e-12 ,  3.857116115012e-01 ) (  3.218054364368e+00 ,  7.826544295341e-12 )
    3    5     (  1.753668548581e+00 ,  1.486456139578e-12 ) (  1.394819066780e-10 ,  5.559483478315e-03 ) ( -4.894890305215e-01 ,  7.817941133366e-13 )
    3    6     ( -5.221009571058e-01 ,  4.465025927473e-10 ) ( -8.518802182385e-13 , -1.336493469249e+01 ) (  5.684964544803e-01 , -1.600922560462e-10 )
    3    7     (  6.677442559213e-02 ,  1.411358280934e-02 ) (  8.327587553439e-05 ,  3.016742311647e+00 ) (  2.093723157835e-01 ,  4.706637071706e-02 )
    3    8     ( -4.554999564535e+00 , -1.353911790717e-05 ) (  9.348338909588e-03 ,  6.821142028471e-02 ) ( -1.519032228377e+01 , -3.913766148873e-06 )
    3    9     ( -3.705248949484e-03 ,  1.907602158824e+01 ) ( -5.827158250357e-01 , -1.926699854659e-01 ) ( -3.094117301460e-04 ,  6.372024554917e+01 )
    3   10     (  3.081128477642e+00 ,  8.923650594982e+00 ) (  1.181276548075e+00 ,  3.759996206573e-03 ) (  1.029765481572e+01 ,  2.989906822123e+01 )
    3   11     (  1.355381830340e-05 , -1.392774961668e-01 ) (  1.366708350088e+00 , -9.749674658908e-09 ) (  4.034307156909e-05 , -9.983750366860e-03 )
    3   12     (  1.910580698973e-07 , -1.045728396854e+01 ) ( -6.458012793533e-03 ,  1.771239980041e-06 ) (  4.430094116718e-08 , -3.112589055279e+01 )
    4    1     (  3.208564665402e-11 , -4.839394578786e+01 ) (  1.290494235647e-01 , -1.105175749607e-10 ) ( -9.597063240605e-12 ,  4.297429823593e+01 )
    4    2     (  3.068097853178e-09 , -6.777393809269e-01 ) (  1.422322074682e-01 ,  3.518445926036e-12 ) ( -2.727340750342e-09 ,  1.939979383867e-01 )
    4    3     ( -3.686369429746e+00 ,  1.810950369095e-11 ) ( -9.736983147888e-12 , -3.857116115012e-01 ) (  3.218054364368e+00 , -7.826544295341e-12 )
    4    4     ( -5.080191035940e-02 , -1.561951751879e-29 ) ( -3.969252304410e-12 ,  1.324136251586e-18 ) (  1.418292175702e-02 ,  7.248708928568e-29 )
    4    5     (  5.221009571058e-01 ,  4.424022549693e-10 ) (  8.409526409086e-13 , -1.336493469249e+01 ) ( -5.684964544886e-01 , -1.653019715682e-10 )
    4    6     (  1.753668548584e+00 , -2.015066165851e-12 ) (  1.394462301736e-10 , -5.559483477849e-03 ) ( -4.894890305152e-01 , -5.933567551504e-13 )
    4    7     ( -4.554999564502e+00 ,  1.353911577348e-05 ) (  9.348338908692e-03 , -6.821142028515e-02 ) ( -1.519032228366e+01 ,  3.913757388496e-06 )
    4    8     ( -6.677442555774e-02 ,  1.411358281386e-02 ) ( -8.327587572423e-05 ,  3.016742311651e+00 ) ( -2.093723156568e-01 ,  4.706637072645e-02 )
    4    9     (  3.081128477641e+00 , -8.923650594985e+00 ) (  1.181276548071e+00 , -3.759996206137e-03 ) (  1.029765481572e+01 , -2.989906822123e+01 )
    4   10     (  3.705248955208e-03 ,  1.907602158824e+01 ) (  5.827158250408e-01 , -1.926699854669e-01 ) (  3.094117462662e-04 ,  6.372024554917e+01 )
    4   11     ( -1.910721693401e-07 , -1.045728396855e+01 ) (  6.458012794011e-03 ,  1.771239945167e-06 ) ( -4.434429530624e-08 , -3.112589055280e+01 )
    4   12     (  1.355381773772e-05 ,  1.392774961667e-01 ) (  1.366708350089e+00 ,  9.750414217055e-09 ) (  4.034306943464e-05 ,  9.983750368410e-03 )
    5    1     ( -4.222103559947e-11 ,  4.572769083269e+01 ) (  9.059759238654e-02 ,  2.033444154474e-10 ) (  3.655102110063e-11 , -1.309796460703e+01 )
    5    2     ( -2.461905442590e-09 ,  6.646044546176e-01 ) (  5.042708684367e-01 ,  7.237680074477e-12 ) (  7.062374926368e-10 , -5.734726633506e-01 )
    5    3     (  1.753668548581e+00 , -1.486456139578e-12 ) (  1.394819066780e-10 , -5.559483478315e-03 ) ( -4.894890305215e-01 , -7.817941133366e-13 )
    5    4     (  5.221009571058e-01 , -4.424022549693e-10 ) (  8.409526409086e-13 ,  1.336493469249e+01 ) ( -5.684964544886e-01 ,  1.653019715682e-10 )
    5    5     ( -9.672056325373e-01 , -1.532893020289e-30 ) ( -7.501335488472e-12 , -2.118458767407e-19 ) (  2.841209345325e-01 , -1.537232908112e-30 )
    5    6     (  1.402059464827e-02 , -2.301471666992e-11 ) (  1.268916633444e-13 ,  3.744254127966e-01 ) ( -1.510345298454e-02 ,  7.650370013332e-12 )
    5    7     (  3.728458019423e-01 ,  4.415774502494e-04 ) (  7.366234809630e-03 , -2.058086302557e-01 ) (  7.320035164413e-02 ,  1.049406932655e-03 )
    5    8     ( -1.374347324602e-01 , -1.149191169563e-03 ) ( -5.367677390403e-04 ,  2.375026978081e+00 ) ( -3.377494050950e-01 , -2.124299997419e-04 )
    5    9     ( -2.797120798680e-01 ,  4.983645640680e-01 ) ( -3.119566899795e-01 ,  7.905220139951e-02 ) ( -1.505593546088e-02 , -9.711989882627e-01 )
    5   10     ( -5.071740339031e-02 , -1.878055893588e+00 ) ( -7.432592857188e-01 ,  8.751126742901e-02 ) ( -1.640201866128e-01 , -5.694227723696e-01 )
    5   11     ( -2.096348963424e-07 , -1.028252731236e+01 ) ( -3.873097552946e-01 , -4.602723888648e-08 ) ( -5.422823547711e-07 , -2.353900665730e+00 )
    5   12     (  1.332720024355e-05 ,  1.537372266209e-01 ) ( -3.569814181400e-02 , -5.020365703746e-07 ) (  3.050510129855e-06 ,  4.165566953369e-01 )
    6    1     ( -2.461242686196e-09 , -6.646044546137e-01 ) (  5.042708684313e-01 , -7.340776926790e-12 ) (  7.109985656988e-10 ,  5.734726633541e-01 )
    6    2     (  4.251428512510e-11 ,  4.572769083269e+01 ) ( -9.059759238098e-02 ,  2.082255571344e-10 ) ( -3.582554910647e-11 , -1.309796460703e+01 )
    6    3     ( -5.221009571058e-01 , -4.465025927473e-10 ) ( -8.518802182385e-13 ,  1.336493469249e+01 ) (  5.684964544803e-01 ,  1.600922560462e-10 )
    6    4     (  1.753668548584e+00 ,  2.015066165851e-12 ) (  1.394462301736e-10 ,  5.559483477849e-03 ) ( -4.894890305152e-01 ,  5.933567551504e-13 )
    6    5     (  1.402059464827e-02 ,  2.301471666992e-11 ) (  1.268916633444e-13 , -3.744254127966e-01 ) ( -1.510345298454e-02 , -7.650370013332e-12 )
    6    6     (  9.672056325360e-01 ,  2.583342523670e-28 ) (  7.545484974270e-12 , -1.504530285045e-19 ) ( -2.841209345318e-01 ,  3.494229415453e-28 )
    6    7     (  1.374347324584e-01 , -1.149191166805e-03 ) (  5.367677390381e-04 ,  2.375026978081e+00 ) (  3.377494050943e-01 , -2.124299986910e-04 )
    6    8     (  3.728458019486e-01 , -4.415774488477e-04 ) (  7.366234808894e-03 ,  2.058086302573e-01 ) (  7.320035164747e-02 , -1.049406932000e-03 )
    6    9     (  5.071740339524e-02 , -1.878055893585e+00 ) (  7.432592857203e-01 ,  8.751126743079e-02 ) (  1.640201866131e-01 , -5.694227723692e-01 )
    6   10     ( -2.797120798654e-01 , -4.983645640685e-01 ) ( -3.119566899742e-01 , -7.905220139821e-02 ) ( -1.505593545834e-02 ,  9.711989882586e-01 )
    6   11     (  1.332720541487e-05 , -1.537372266142e-01 ) ( -3.569814181321e-02 ,  5.020365097846e-07 ) (  3.050502887437e-06 , -4.165566953428e-01 )
    6   12     (  2.096370262121e-07 , -1.028252731236e+01 ) (  3.873097552934e-01 , -4.602530705725e-08 ) (  5.422813391612e-07 , -2.353900665730e+00 )
